id,speechtime,wordcount,segmentcount,videoduration
09874,200.4,38,1,218
09875,239.22000000000003,9,4,266
09876,209.12999999999994,414,32,261
09877,179.9099999999999,276,36,196
09878,1213.4399999999998,1494,253,1838
09879,439.83,39,10,565
09880,176.97,2,1,186
09881,359.13,99,9,364
09882,276.03,20,9,411
09883,171.89999999999998,35,14,254
09884,1637.7899999999997,60,17,1751
09885,256.86,30,1,270
09886,229.74,2,1,233
09887,216.87,3,1,226
09888,234.39,54,6,243
09889,261.99,9,2,322
09890,461.1299999999999,327,39,489
09891,187.02,3,1,207
09892,223.47,9,1,225
09893,201.90000000000003,58,2,207
09894,310.53,121,1,311
09895,430.5,24,2,440
09896,515.82,15,1,516
09897,1023.5999999999997,1761,249,1471
09898,346.11,166,1,350
09899,339.81,9,1,343
09900,339.44999999999993,691,23,357
09901,326.5799999999999,56,3,347
09902,413.1599999999999,658,25,433
09903,242.82,20,1,272
09904,194.55,10,2,224
09905,247.05000000000004,71,18,261
09906,324.33000000000004,20,4,331
09907,215.73,19,2,219
09908,250.08,125,3,261
09909,187.05,220,3,187
09910,189.27,9,1,189
09911,323.4,175,4,332
09912,695.28,354,15,709
09913,218.78999999999996,117,8,241
09914,355.83,126,8,366
09915,691.5899999999999,52,8,724
09916,155.22,31,12,244
09917,220.08,14,2,239
09918,224.69999999999996,41,5,230
09919,232.85999999999996,265,49,276
09920,188.55,6,1,189
09921,231.72,2,1,235
09922,374.01,912,46,420
09923,251.82000000000008,475,43,306
09924,176.04000000000002,91,3,180
09925,389.00999999999993,404,57,459
09926,296.76,234,7,307
09927,342.21,5,2,355
09928,210.54,9,1,212
09929,274.28999999999996,8,1,276
09931,217.14000000000001,102,5,224
09932,236.03999999999996,311,23,292
09933,446.49,508,24,474
09934,902.0699999999999,28,2,927
09935,182.36999999999998,6,2,188
09936,178.59000000000003,465,15,182
09937,233.91,47,3,248
09938,235.8,11,2,247
09939,262.40999999999997,596,11,266
09940,957.2999999999998,587,24,980
09941,152.37,16,3,261
09942,831.36,31,2,832
09943,240.51000000000002,92,8,249
09944,193.29,3,1,195
09945,401.73,126,7,412
09946,854.7299999999998,1811,34,875
09947,1028.3100000000004,105,14,1163
09948,710.9999999999991,1276,192,1110
09949,201.95999999999995,28,13,304
09950,712.6200000000001,83,13,756
09951,100.49999999999999,4,2,297
09952,388.32,319,21,432
09953,169.26000000000005,249,19,189
09954,269.84999999999997,65,4,284
09955,232.10999999999999,4,2,235
09956,179.85,2,1,191
09957,1526.0100000000002,684,32,1565
09958,228.96,14,2,252
09959,420.2700000000001,638,77,469
09960,187.5,28,3,191
09961,385.37999999999994,244,40,434
09962,430.16999999999996,410,23,485
09963,187.17,8,1,187
09964,554.31,616,46,599
09965,194.76,72,4,208
09966,630.33,22,4,655
09967,191.19,16,6,244
09968,201.66,23,1,202
09969,340.26000000000005,11,1,342
09970,1798.3799999999999,631,115,2233
09971,403.26,200,13,406
09972,187.95,3,1,191
09973,753.9899999999999,122,12,770
09974,417.21000000000004,11,1,417
09975,329.82,426,12,355
09976,326.85,94,13,437
09977,503.01,54,22,636
09978,352.08000000000004,199,11,362
09979,1036.9199999999996,1280,137,1236
09980,178.47000000000003,44,20,293
09981,523.86,102,4,547
09982,235.35,274,13,258
09983,278.78999999999996,8,3,397
09984,629.6399999999999,97,29,893
09985,226.41,14,1,250
09986,295.44,16,1,296
09987,103.92,11,5,191
09988,578.37,19,5,632
09989,615.7499999999999,124,20,641
09990,232.79999999999998,36,4,247
09991,360.69,18,1,365
09992,197.81999999999994,493,48,228
09993,188.31,13,6,308
09994,259.29,19,1,259
09995,189.69,418,17,333
09996,506.34000000000003,200,2,510
09997,405.81,68,1,425
09998,218.52,4,1,220
09999,589.2599999999995,914,115,698
10000,1650.8100000000009,188,60,1804
10001,285.0,39,17,435
10002,205.98,18,2,225
10003,213.02999999999997,7,3,224
10004,221.42999999999998,125,5,237
10005,216.81,11,2,221
10006,328.5,11,1,329
10007,179.54999999999998,10,1,181
10008,279.69,11,3,286
10009,194.43,26,1,195
10010,513.9900000000002,340,60,719
10011,346.35,82,9,355
10012,398.94,267,1,408
10013,210.71999999999997,137,16,228
10014,261.18,56,3,279
10015,414.03,1025,46,553
10016,330.05999999999995,967,58,368
10017,438.12000000000006,22,4,441
10018,230.16,3,1,231
10019,654.9300000000002,78,6,679
10020,1820.5199999999977,1544,202,2098
10021,272.48999999999995,38,4,299
10022,184.82999999999998,26,3,199
10023,225.39,374,8,249
10024,961.6800000000001,1175,59,971
10025,297.27000000000004,16,4,357
10026,234.48,470,1,235
10027,234.24,27,1,235
10028,316.41,25,2,320
10029,180.54000000000002,4,1,181
10032,226.0800000000001,34,12,670
10033,282.29999999999995,89,1,290
10034,733.5599999999997,568,34,754
10035,530.4900000000001,376,21,545
10036,601.3499999999999,155,9,624
10037,422.3399999999999,395,66,699
10038,196.17000000000002,30,7,245
10039,148.35,4,2,192
10040,227.87999999999997,178,9,233
10041,1521.0000000000002,824,117,1642
10042,771.3299999999999,309,13,791
10043,174.33000000000004,100,16,192
10044,375.15,13,1,376
10045,188.10000000000002,30,2,197
10046,252.2100000000001,22,7,305
10047,384.33,193,27,554
10048,1515.1500000000005,229,45,1755
10049,1319.2499999999993,2460,51,1337
10050,236.43,6,2,242
10051,719.9100000000003,1275,21,725
10052,687.1500000000002,971,103,747
10053,317.3400000000001,66,10,352
10054,255.24,287,30,280
10055,192.06,161,2,194
10056,131.97,21,6,221
10057,785.85,1831,102,915
10058,253.74,58,1,256
10059,230.16,11,2,231
10060,255.1800000000001,78,30,515
10061,1126.02,6,1,1130
10062,683.6700000000001,35,7,782
10063,248.09999999999997,10,3,254
10064,285.27,18,2,296
10065,209.07000000000002,77,8,216
10066,274.26,17,2,277
10067,1718.7300000000002,1537,93,1862
10068,334.53,718,21,379
10069,324.8400000000001,33,12,480
10070,1033.3200000000002,78,5,1065
10071,289.83,3,1,293
10072,209.85,7,1,219
10073,528.99,5,2,557
10074,187.01999999999995,69,7,198
10075,223.98,11,1,224
10076,473.52,16,3,480
10077,981.36,107,6,1021
10078,352.44,27,5,397
10079,160.17,9,3,205
10080,497.34,948,1,498
10081,240.45,19,2,245
10082,214.79999999999998,78,13,229
10083,297.93,31,2,299
10084,264.39000000000004,5,1,268
10085,402.2700000000001,771,10,404
10086,321.81,276,9,330
10087,194.01,2,1,199
10088,714.1499999999997,477,27,746
10089,1851.66,72,1,1852
10090,647.8499999999999,204,6,663
10091,192.09,11,1,193
10092,238.56,2,1,258
10093,190.47,12,6,200
10094,156.87,63,10,181
10095,822.6,1689,74,850
10096,283.77,10,1,314
10097,361.64999999999986,618,40,379
10098,594.69,353,40,644
10099,1640.34,94,6,1679
10100,311.18999999999994,591,14,352
10101,394.5900000000001,688,50,484
10102,209.21999999999989,46,15,501
10103,736.3500000000001,400,78,1032
10104,610.8300000000003,901,78,707
10105,214.07999999999998,71,1,218
10106,351.80999999999995,282,66,434
10107,184.32,189,7,186
10108,261.78,216,6,293
10109,597.0,1317,17,623
10110,234.12,53,2,263
10111,413.16,29,5,419
10112,294.81,19,7,555
10113,527.4300000000001,196,26,558
10114,124.44,10,1,219
10115,163.17000000000002,7,3,195
10116,1182.93,993,91,1346
10117,1043.4,55,5,1052
10118,1885.1700000000005,1494,193,1973
10119,212.73,12,1,218
10120,375.06000000000006,12,4,404
10121,229.29000000000002,10,2,235
10122,228.87,18,1,229
10123,424.37999999999994,911,9,432
10124,175.29000000000002,6,3,180
10125,765.0300000000002,93,6,785
10126,253.53,14,1,261
10127,248.60999999999999,29,1,249
10128,706.2900000000001,25,6,704
10129,199.05,259,4,207
10130,253.76999999999995,121,14,263
10131,194.49000000000004,322,31,220
10132,240.90000000000003,376,20,270
10133,258.36,36,1,289
10134,249.81,30,1,254
10135,262.5,110,6,265
10136,1407.8699999999997,1698,213,1715
10137,187.89000000000001,2,1,201
10138,248.07,3,1,251
10139,968.6400000000003,2055,53,1011
10140,243.09,24,2,244
10141,201.24,5,1,201
10142,223.68,15,3,226
10143,561.72,576,29,572
10144,294.06000000000006,8,3,320
10145,184.74,5,1,188
10146,171.0,11,1,195
10147,230.85000000000005,31,4,280
10148,235.98000000000002,10,4,238
10149,442.47,19,1,448
10150,401.1000000000001,873,27,429
10151,249.0899999999998,489,56,311
10152,258.81,22,1,263
10153,194.55,22,1,288
10154,280.04999999999995,97,2,291
10156,278.96999999999997,153,14,293
10157,541.17,436,26,840
10158,224.69999999999996,235,22,244
10159,1577.04,960,66,1597
10160,593.5500000000002,148,41,905
10161,170.07000000000002,6,1,183
10162,910.11,125,22,927
10163,201.39,68,2,214
10164,1294.2,692,6,1315
10165,461.73,141,1,487
10166,364.2900000000001,744,2,371
10167,179.25,7,2,192
10168,184.56,2,1,209
10169,227.88,12,1,229
10170,63.450000000000045,16,6,362
10171,246.78000000000003,17,3,259
10172,168.6299999999999,258,36,330
10173,213.35999999999999,218,4,223
10174,119.13,46,22,183
10175,278.43,3,1,279
10176,221.42999999999998,6,2,235
10177,287.91,13,1,288
10178,898.53,1043,118,1019
10179,229.14,12,1,249
10180,235.8,68,6,237
10181,159.99,366,3,189
10182,156.99,213,21,289
10183,366.41999999999996,804,3,372
10184,451.65,237,9,456
10185,210.3,16,4,213
10186,1702.2299999999993,3605,112,1740
10187,646.1999999999999,85,5,657
10188,257.64000000000004,16,1,258
10189,227.91,26,1,240
10190,604.5300000000001,1606,33,619
10191,1145.2800000000002,17,2,1146
10192,309.6300000000002,370,49,340
10193,320.49,19,4,375
10194,366.8100000000002,26,12,394
10195,203.94,5,1,223
10196,1558.0500000000009,1185,134,1673
10197,278.21999999999997,488,6,305
10198,195.93000000000006,397,14,207
10199,534.3599999999999,19,2,535
10200,291.69,304,1,308
10201,331.32,74,4,335
10202,182.22000000000006,50,19,283
10203,226.17,9,1,229
10204,193.56,27,1,194
10205,201.86999999999998,26,4,211
10206,169.71,6,1,191
10207,187.59,16,5,239
10208,624.8999999999999,1055,25,663
10209,201.48000000000002,236,1,202
10210,315.15,15,1,333
10211,427.35,103,9,438
10212,327.45000000000005,19,3,334
10213,467.85,602,3,468
10214,221.97,5,2,238
10215,241.38,10,1,249
10216,1061.64,342,27,1111
10217,303.54,141,1,316
10218,448.95,130,11,464
10219,784.8300000000003,1126,119,929
10220,360.33,387,2,385
10221,297.21,138,15,312
10222,116.09999999999998,49,22,258
10223,450.1799999999999,1125,36,465
10224,251.37,17,2,255
10225,286.71,9,1,293
10226,181.08,4,1,181
10227,219.75,7,1,222
10228,684.3,490,23,699
10229,236.13,498,7,260
10230,200.51999999999998,426,25,217
10231,228.57,8,1,251
10233,504.15,21,1,505
10234,328.43999999999994,20,7,409
10235,613.02,31,1,613
10236,191.16,15,1,193
10237,180.89999999999998,110,8,190
10238,249.0,22,3,288
10239,207.30000000000007,100,30,455
10240,146.85000000000002,16,7,204
10241,300.39000000000004,14,1,301
10242,673.3200000000002,1109,48,723
10243,288.14999999999986,132,43,505
10244,115.41,193,26,186
10245,180.42,234,1,187
10246,262.43999999999994,14,3,274
10247,437.28,1085,113,601
10248,258.92999999999995,52,19,560
10249,1836.0900000000013,1730,257,2165
10250,191.22000000000003,119,11,208
10251,179.79000000000002,79,6,183
10252,369.15000000000003,4,1,371
10253,496.0499999999997,323,60,639
10254,382.79999999999995,40,2,527
10255,206.19,4,1,214
10256,255.72000000000003,14,2,284
10257,282.59999999999997,11,1,284
10258,560.4300000000001,19,1,566
10259,209.25,238,2,212
10260,193.89,12,1,209
10261,1251.99,43,1,1252
10262,240.93,13,5,318
10263,229.95,35,1,244
10264,256.26,13,4,280
10265,906.9600000000003,142,15,974
10266,262.86,12,1,288
10267,252.03,70,4,255
10268,262.95000000000005,214,6,274
10269,139.61999999999998,84,17,220
10270,393.51,49,15,433
10271,466.47,32,2,481
10272,245.39999999999998,4,2,281
10273,253.11,5,1,256
10274,526.9199999999997,640,122,674
10275,195.51,12,1,196
10276,282.3599999999999,16,6,338
10277,240.48,11,1,266
10278,202.43999999999997,170,13,214
10279,216.54000000000005,343,22,248
10280,202.59,8,1,217
10281,164.76,12,1,180
10282,366.17999999999995,14,3,371
10283,193.47,64,1,202
10284,186.20999999999998,61,3,188
10285,329.03999999999996,102,1,343
10286,175.40999999999997,161,16,182
10287,262.86,98,3,271
10288,241.77,14,2,245
10289,313.8600000000001,296,42,368
10290,198.48,6,1,200
10291,307.40999999999985,118,13,331
10292,194.90999999999997,396,17,225
10293,1354.6800000000005,2451,124,1426
10294,329.15999999999997,25,3,342
10295,178.92000000000002,394,15,188
10296,821.46,79,4,826
10297,2171.9100000000008,1652,137,2229
10298,46.38000000000001,2,1,300
10299,229.07999999999998,12,4,235
10300,426.57,921,2,430
10301,209.67000000000004,47,5,218
10302,221.15999999999997,21,5,248
10303,309.38999999999976,299,31,484
10304,207.51,80,1,209
10305,580.7099999999998,656,11,592
10306,298.08000000000004,371,20,305
10307,187.10999999999999,21,1,196
10308,110.01000000000003,33,13,307
10309,158.88000000000002,43,14,191
10310,359.07,31,1,359
10311,221.31,517,3,234
10312,211.76999999999998,17,7,343
10313,189.42000000000004,28,14,260
10314,552.9900000000001,532,100,614
10315,266.01000000000005,91,26,311
10316,164.7899999999999,176,27,216
10317,394.8,152,12,404
10318,278.1,27,3,286
10319,256.23,28,1,260
10320,241.26000000000005,190,7,245
10321,239.25,81,23,280
10322,215.13,165,1,218
10323,395.21999999999997,13,3,410
10324,188.79,5,1,194
10325,287.31,158,12,310
10326,319.44000000000005,182,11,347
10327,267.75,89,19,300
10328,249.39000000000004,181,20,300
10329,209.99999999999997,62,11,270
10330,1236.6000000000001,44,4,1244
10331,299.52,24,8,387
10332,497.21999999999997,6,2,503
10333,437.67,829,31,563
10334,274.53000000000003,10,1,285
10335,1632.0300000000004,1419,189,1858
10336,451.56,2,1,459
10337,191.04,13,1,200
10338,348.0,300,3,351
10339,288.81,9,1,297
10340,1688.5799999999995,3678,189,1788
10341,348.72,22,5,391
10342,409.23,191,4,414
10343,250.47,30,2,254
10344,239.76,4,1,251
10345,241.74,8,1,254
10346,103.68,16,6,189
10347,376.26,2,1,381
10348,553.9800000000002,821,43,623
10349,490.53000000000014,880,35,512
10350,203.67,25,1,208
10351,268.04999999999995,12,2,269
10352,231.12,3,1,234
10353,611.22,132,10,634
10354,348.68999999999994,42,13,432
10355,695.3399999999999,109,6,707
10356,245.22,62,1,261
10357,490.67999999999984,720,67,582
10358,383.9700000000001,222,2,405
10359,284.15999999999997,132,7,316
10360,321.06,117,6,331
10361,185.04,2,1,206
10362,2207.34,1447,28,2213
10363,442.31999999999994,975,83,510
10364,302.55,42,2,305
10365,366.1800000000001,45,17,478
10366,187.92,7,1,189
10367,610.86,183,16,621
10368,205.55999999999997,13,1,223
10369,598.3499999999997,329,40,639
10370,1490.070000000001,1035,178,1888
10371,87.80999999999992,178,30,228
10372,191.76,119,2,192
10373,239.61,591,22,246
10374,349.46999999999997,792,22,361
10375,292.71000000000004,18,1,293
10376,251.67,5,2,271
10377,1684.2,85,6,1709
10378,299.46000000000004,148,13,336
10379,229.62,418,26,253
10380,215.43,6,1,220
10381,598.23,7,2,607
10382,199.89,27,2,201
10383,197.19,13,4,198
10384,268.5,5,2,272
10385,424.2,343,23,447
10386,284.94,892,21,301
10387,196.8,8,2,207
10388,208.28999999999996,127,26,236
10389,1678.0199999999998,569,61,1798
10390,181.14,10,4,225
10391,289.89000000000004,73,5,380
10392,823.5899999999999,531,80,898
10393,234.33,38,2,235
10394,194.1,12,1,214
10395,508.79999999999967,880,83,613
10396,565.3800000000001,325,31,597
10397,250.02000000000004,39,15,475
10398,262.53,41,6,265
10399,274.08,381,25,319
10400,52.14,3,1,256
10401,1311.4199999999998,1312,6,1320
10402,205.67999999999998,2,1,208
10403,207.72000000000003,4,2,234
10404,572.6400000000001,545,79,751
10405,261.71999999999997,17,3,269
10406,225.42,17,4,236
10407,1335.6299999999999,285,4,1352
10408,259.38,122,14,271
10409,227.52,3,1,229
10410,311.84999999999997,106,2,314
10411,264.27,21,3,269
10412,234.63000000000002,21,3,275
10413,192.6,44,1,193
10414,830.3999999999994,1582,91,901
10415,230.7,18,1,246
10416,199.71,27,1,207
10417,352.73999999999995,519,19,369
10418,205.01999999999998,9,1,227
10419,1899.839999999999,5146,262,2004
10420,293.19,3,1,295
10421,219.45,10,1,220
10422,198.57,209,7,212
10423,449.01,61,5,476
10424,312.87,12,2,321
10425,185.51999999999998,14,2,186
10426,275.31,40,1,275
10427,182.31,6,2,246
10428,228.69,58,6,258
10429,508.26000000000005,27,3,514
10430,294.81000000000006,412,30,327
10431,177.48000000000002,2,1,183
10432,267.41999999999996,17,2,269
10433,253.16999999999996,168,38,364
10434,183.21,171,1,195
10435,581.25,58,2,582
10436,691.5900000000001,988,44,708
10437,210.77999999999997,31,10,264
10438,169.68,8,2,183
10439,106.20000000000002,10,4,180
10440,273.96,275,7,297
10441,290.91,16,2,307
10442,173.97,31,4,183
10443,196.8,14,1,207
10444,569.85,1193,32,598
10445,223.79999999999998,14,2,250
10446,231.84000000000003,319,18,258
10447,198.75,2,1,199
10448,342.17999999999995,14,1,353
10449,263.58000000000004,26,9,293
10451,434.19,16,4,454
10452,319.74,63,3,324
10453,184.76999999999995,11,5,393
10454,207.99,2,1,208
10455,441.81000000000006,51,19,781
10456,210.48000000000002,8,1,215
10457,404.84999999999997,175,1,418
10458,192.39,28,1,193
10459,2427.8099999999977,6690,323,2663
10460,621.6599999999999,1412,32,636
10461,278.78999999999996,36,1,287
10462,230.54999999999998,7,3,379
10463,429.45,42,5,440
10464,387.51000000000005,689,1,388
10465,255.27,172,1,256
10466,895.4099999999999,437,12,914
10467,633.6600000000001,52,3,641
10468,189.20999999999998,4,2,191
10469,201.51,19,8,409
10470,282.06,6,1,287
10471,562.7700000000002,1161,133,867
10472,180.69,3,1,354
10473,296.76000000000005,465,55,392
10474,195.4499999999999,194,22,282
10475,189.78,3,1,194
10476,582.6899999999999,1252,43,603
10477,177.54000000000002,11,4,191
10478,214.17000000000002,18,1,221
10479,48.51000000000022,15,6,2675
10480,290.78999999999996,223,39,322
10481,350.3100000000001,406,38,395
10482,272.28,3,1,290
10483,273.39,27,2,274
10484,149.19000000000005,130,19,197
10485,567.6,3,1,573
10486,175.67999999999998,81,11,238
10487,200.22,92,2,207
10488,310.41,219,42,394
10489,1028.8200000000002,389,54,1125
10490,580.3199999999999,547,20,609
10491,356.7000000000001,368,44,412
10492,350.70000000000005,930,8,353
10493,199.82999999999998,517,13,210
10494,927.2400000000001,118,27,1013
10495,357.75,157,1,358
10496,1366.4699999999996,274,35,1382
10497,1123.23,356,10,1146
10498,246.95999999999998,28,11,341
10499,232.76999999999998,6,2,236
10500,1239.5700000000002,50,2,1252
10501,502.26,33,2,520
10502,219.80999999999997,8,2,221
10503,832.08,126,23,894
10504,798.15,28,2,812
10505,805.62,1152,21,821
10506,293.52,20,1,300
10507,323.7,197,22,408
10508,184.2,20,1,184
10509,486.27,751,1,489
10510,212.49,9,1,213
10511,188.94,6,3,227
10512,681.9300000000002,730,63,832
10513,287.49,242,29,309
10514,234.83999999999997,16,6,382
10515,183.75,46,1,187
10516,449.79,28,1,450
10517,221.57999999999998,14,1,233
10518,238.68,139,2,242
10519,316.86,18,1,317
10520,556.53,19,2,557
10521,323.58000000000004,63,3,336
10522,332.46000000000004,60,8,343
10523,203.64,13,2,216
10524,209.57999999999998,36,5,262
10525,185.91000000000003,12,2,192
10526,223.23,14,1,223
10527,344.76,3,1,358
10528,328.88999999999993,106,8,336
10529,231.95999999999998,7,2,240
10530,905.1899999999999,28,1,930
10531,184.53,31,1,185
10532,233.04,32,11,400
10533,721.17,595,1,722
10534,352.73999999999995,15,4,413
10535,228.36,11,1,230
10536,513.63,8,1,519
10537,284.90999999999974,740,46,407
10538,226.44,11,1,231
10539,211.77,19,1,212
10540,297.84,3,1,304
10541,194.55,470,1,195
10542,259.35,4,2,262
10543,818.9400000000012,918,146,1496
10544,2299.019999999999,6055,158,2367
10545,171.08999999999997,57,6,186
10546,193.07999999999998,223,37,249
10547,210.87,8,3,235
10548,520.65,54,9,536
10549,2556.1200000000003,6520,380,2671
10550,125.76,13,5,193
10551,2151.8699999999994,65,24,2563
10552,914.6400000000007,2239,155,1042
10553,322.29,46,8,335
10554,495.45,41,2,511
10555,261.4799999999999,667,34,285
10556,300.39,297,11,313
10557,1937.2500000000005,2287,218,2569
10558,243.51,34,3,254
10559,459.03,33,5,480
10560,106.74000000000001,20,2,207
10561,260.79,224,16,271
10562,343.5,310,11,360
10563,263.64,4,2,265
10564,784.3199999999998,2271,102,866
10565,213.9,28,7,263
10566,186.23999999999998,9,2,190
10567,244.02,224,1,255
10569,283.11,7,2,300
10570,404.60999999999996,13,2,410
10571,392.49,97,3,410
10572,256.23,11,1,256
10573,180.72000000000003,261,9,190
10574,296.84999999999997,17,3,300
10575,441.1199999999999,168,17,484
10576,363.29999999999995,142,4,364
10577,840.1200000000001,305,17,854
10578,196.89,8,3,215
10579,467.43,66,1,485
10580,346.2,13,1,348
10581,179.7,3,1,188
10582,662.2800000000001,297,30,694
10583,374.7,14,1,417
10584,186.66,15,1,187
10585,1250.2499999999998,3508,152,1417
10586,176.76,8,1,189
10587,223.8,2,1,227
10588,353.64000000000004,50,1,356
10589,175.38,20,2,184
10590,162.18,12,4,256
10591,308.78999999999996,6,3,336
10592,282.36,5,1,284
10593,392.9400000000001,639,57,443
10594,358.83000000000004,7,1,360
10595,179.85000000000002,4,2,182
10596,282.74999999999994,360,23,301
10597,280.86,4,2,294
10598,168.69000000000003,21,10,291
10599,182.27999999999997,6,2,186
10600,214.41,47,1,221
10601,530.13,43,9,546
10602,264.17999999999995,30,2,266
10603,206.94,10,3,214
10604,188.31,10,1,188
10605,732.1800000000007,890,137,887
10606,832.92,76,18,868
10607,3072.3899999999967,5292,212,3292
10608,226.56,45,1,227
10609,208.83,78,1,209
10610,217.50000000000003,22,2,218
10611,238.68,21,5,241
10612,313.05,4,1,315
10613,454.23000000000013,85,23,686
10614,237.29999999999998,32,1,238
10615,247.2,78,5,253
10616,249.63,17,1,263
10617,1387.2599999999998,698,29,1406
10618,625.0500000000001,142,10,633
10619,327.63,17,2,330
10620,1249.6499999999999,54,24,1288
10621,180.51,12,1,181
10622,183.03,9,3,195
10623,812.3100000000002,272,9,891
10624,481.98,16,2,484
10625,178.77000000000004,19,3,191
10626,296.37,8,1,303
10627,195.27,60,1,201
10628,325.98,319,2,335
10629,181.50000000000003,13,2,183
10630,190.02,176,1,205
10631,448.02000000000004,42,1,448
10632,369.8700000000002,66,17,452
10633,266.78999999999996,13,1,287
10634,301.40999999999997,10,1,329
10635,298.14000000000004,97,6,306
10636,229.85999999999999,22,1,235
10637,365.48999999999995,74,3,370
10638,201.86999999999998,11,2,203
10639,177.6,12,1,1800
10640,280.50000000000006,599,14,312
10641,403.62000000000023,392,86,698
10642,1101.51,1578,113,1307
10643,307.35000000000025,756,54,335
10644,262.68,17,1,265
10645,473.01,18,1,473
10646,85.59,156,26,237
10647,223.37999999999997,20,7,251
10648,184.67999999999998,174,27,201
10649,758.0999999999997,729,122,951
10650,220.35,4,1,225
10651,192.48,7,1,194
10652,328.89,19,2,334
10653,241.65,3,1,253
10654,197.60999999999999,54,1,202
10655,159.06,39,18,473
10656,736.6800000000002,254,27,763
10657,257.84999999999997,400,30,347
10658,94.05,219,29,200
10659,263.52000000000004,62,2,269
10660,379.97999999999996,224,22,406
10661,232.32,4,2,349
10662,401.34000000000003,725,5,413
10663,195.81,13,1,201
10664,212.91,7,1,217
10665,278.90999999999997,569,41,303
10666,155.91,2,1,200
10667,235.41,3,1,237
10668,272.91,12,1,277
10669,167.04,13,5,203
10670,185.25,11,4,238
10671,223.26000000000002,2,1,240
10672,176.31,3,1,186
10673,495.39000000000004,376,20,510
10674,1338.5699999999963,3055,485,1695
10675,1761.0599999999995,58,24,2415
10676,179.93999999999994,86,22,211
10677,327.39000000000004,2,1,327
10678,151.47,23,4,191
10679,198.81,11,2,224
10680,185.13,32,1,187
10681,202.32,10,1,202
10682,141.84,10,3,184
10683,367.1699999999999,141,17,406
10684,193.98,12,1,194
10685,199.5,2,1,223
10686,194.54999999999998,27,8,215
10687,360.71999999999997,47,2,374
10688,254.01,8,1,289
10689,260.34000000000003,75,6,273
10690,518.91,18,1,560
10691,578.6400000000001,271,5,579
10692,246.5400000000001,149,15,282
10693,195.72000000000003,10,2,204
10694,511.19999999999993,17,4,558
10695,236.79,120,4,241
10696,243.66000000000003,44,2,245
10697,295.74,29,12,393
10698,371.87999999999994,238,43,540
10699,307.04999999999995,74,8,310
10700,206.88000000000002,10,1,208
10701,229.17,3,1,234
10702,614.8800000000001,205,14,627
10703,293.15999999999997,4,1,305
10704,362.67,13,5,406
10705,169.5,2,1,188
10706,188.37,287,2,192
10707,289.46999999999997,31,9,422
10708,78.65999999999997,25,11,240
10709,320.85,48,19,474
10710,239.25000000000003,109,7,250
10711,308.25,4,2,319
10712,183.26999999999995,184,21,202
10713,170.88000000000002,31,9,262
10714,1436.1900000000003,1011,51,1458
10715,269.16,17,1,274
10716,264.51,507,6,278
10717,191.30999999999997,12,3,224
10718,278.76000000000005,25,8,380
10719,1298.3999999999996,870,47,1338
10720,266.94,28,2,292
10721,213.42,9,1,215
10722,682.2299999999996,720,54,715
10723,163.38000000000002,8,4,192
10724,626.8200000000002,910,69,694
10725,573.9900000000001,326,12,579
10726,192.0,2,1,194
10727,69.50999999999998,18,7,293
10728,184.32000000000002,7,1,195
10729,1754.0399999999988,1048,113,1842
10730,99.00000000000003,43,16,535
10731,593.4000000000001,38,4,595
10732,1066.38,490,3,1069
10733,662.13,418,5,729
10734,1969.709999999999,2196,350,3164
10735,378.99,133,4,381
10736,210.26999999999998,7,3,225
10737,274.19999999999993,469,7,280
10738,182.64000000000001,5,2,213
10739,1581.2100000000003,3219,297,1948
10740,284.67,9,1,285
10741,491.16,95,1,496
10742,439.17,23,1,440
10743,219.39,4,1,227
10744,228.80999999999997,10,2,231
10745,325.38,90,1,328
10746,759.87,321,1,793
10747,195.39,28,1,203
10748,249.81,102,19,285
10749,713.3100000000001,44,5,724
10750,1606.1999999999991,1152,134,1856
10751,859.0199999999999,526,24,894
10752,199.83,10,3,204
10753,1105.77,1835,21,1123
10754,367.86,5,2,369
10755,165.0,12,4,180
10756,648.2100000000003,1503,66,699
10757,1049.3099999999995,1197,228,1233
10758,354.17999999999995,150,9,373
10759,294.24,904,44,311
10760,519.1200000000001,108,2,520
10761,164.58,2,1,182
10762,227.48999999999998,10,1,237
10763,259.50000000000006,670,19,264
10764,257.54999999999995,100,19,296
10765,582.72,158,20,610
10766,224.22,15,1,250
10767,546.9899999999999,198,33,651
10768,923.1899999999999,1108,19,952
10769,143.55,12,5,194
10770,791.7299999999997,270,62,948
10771,1178.6999999999996,2826,108,1243
10772,1566.8100000000004,1035,169,1771
10773,297.51,17,1,298
10774,508.14000000000004,141,8,521
10775,1070.0700000000004,260,69,1208
10776,300.24,15,1,308
10777,313.08000000000004,122,14,342
10778,480.12,28,1,481
10779,244.14000000000001,3,1,247
10780,278.55,3,1,280
10781,232.38,93,3,235
10782,615.5100000000001,653,28,638
10783,207.78,5,1,208
10784,178.23,279,7,181
10785,266.13,51,3,271
10786,352.05,28,5,362
10787,286.8,398,29,322
10788,234.35999999999999,363,4,236
10789,551.2800000000001,65,19,612
10790,615.5999999999997,1135,48,721
10791,696.4200000000001,564,58,761
10792,239.34,65,2,243
10793,1616.4900000000014,1120,152,1847
10794,493.40999999999997,104,1,494
10795,144.51,8,3,217
10796,237.66000000000003,131,9,279
10797,217.82999999999996,191,22,448
10798,245.61,18,2,251
10799,176.12999999999997,51,6,192
